Department,Category,Condition Group,Sales Week,Gross Revenue,Return Value,Net Item Revenue (Fulfilled),Gross Items (Fullfilled),Net Items (Fulfilled),Gross Orders (Fulfilled),Net Sell Through Items (Week),MSRP of Sold Items,Avg. Item Age When Sold,Avg. Item Age EOW,EOW Inventory For Sale $,EOW Inventory For Sale Items,MSRP of EOW Inventory
Kitchen and Dining,Wine Glasses,OK,10/14/18,134,0,134,2,2,2,0.2,149,32.19,38.85,490,8,680
Kitchen and Dining,Wine Glasses,OK,10/7/18,123,0,123,1,1,1,0.09,137,23.33,31.15,571,10,793
Kitchen and Dining,Spoons,Perfect,1/13/19,8730.36,82.36,8648,106,105,101,0.11,10174,21.64,29.75,82211,882,87926
Kitchen and Dining,Spoons,Perfect,1/6/19,15811.02,104.02,15707,152,151,134,0.14,18479,21.71,25.9,87197,945,93259
Kitchen and Dining,Spoons,Perfect,12/30/18,16170,0,16170,175,175,149,0.17,19024,18.56,24.99,78645,856,84112
Kitchen and Dining,Spoons,Perfect,12/23/18,21594,0,21594,209,209,182,0.19,25405,17.48,23.87,83043,886,88816
Kitchen and Dining,Spoons,Perfect,12/16/18,19067.78,97.78,18970,195,194,164,0.17,22318,17.4,22.54,93548,955,100052
Kitchen and Dining,Spoons,Perfect,12/9/18,17086,0,17086,202,202,179,0.23,20101,21.87,25.55,64654,666,69148
Kitchen and Dining,Spoons,Perfect,12/2/18,30552,0,30552,277,277,239,0.28,35944,23.64,27.16,73523,717,78634
Kitchen and Dining,Spoons,Perfect,11/25/18,16043.68,107.68,15936,149,148,121,0.17,18748,17.79,28.77,84634,744,90518
Kitchen and Dining,Spoons,Perfect,11/18/18,5762.47,94.47,5668,61,60,55,0.08,6668,12.94,37.38,72367,655,77398
Kitchen and Dining,Spoons,Perfect,11/11/18,4436,0,4436,43,43,45,0.07,5219,18.63,34.58,61410,536,65679
Kitchen and Dining,Spoons,Perfect,11/4/18,7229.49,120.49,7109,60,59,58,0.13,8364,35.34,40.81,47243,411,50527
Kitchen and Dining,Spoons,Perfect,10/28/18,6568,0,6568,60,60,67,0.13,7727,34.96,45.5,47872,406,51200
Kitchen and Dining,Spoons,Perfect,10/21/18,8098.83,103.83,7995,78,77,71,0.14,9406,30.34,39.27,55259,470,59100
Kitchen and Dining,Spoons,Perfect,10/14/18,12146.55,106.55,12040,114,113,101,0.17,14165,26.95,34.02,62560,537,66909
Kitchen and Dining,Spoons,Perfect,10/7/18,11300,0,11300,115,115,100,0.16,13294,23.1,27.86,72598,626,77645
Kitchen and Dining,Spoons,Great,1/13/19,2832.76,128.76,2704,44,42,46,0.12,3181,19.71,25.55,26237,317,28061
Kitchen and Dining,Spoons,Great,1/6/19,5088.24,86.24,5002,59,58,57,0.14,5885,23.33,22.12,28995,352,31011
Kitchen and Dining,Spoons,Great,12/30/18,7354.82,75.82,7279,97,96,89,0.21,8564,21.25,19.88,30023,361,32111
Kitchen and Dining,Spoons,Great,12/23/18,7093,0,7093,78,78,70,0.16,8345,14.01,16.73,33660,398,36000
Kitchen and Dining,Spoons,Great,12/16/18,9507,0,9507,102,102,88,0.21,11185,17.25,15.89,33376,388,35696
Kitchen and Dining,Spoons,Great,12/9/18,12804,0,12804,132,132,114,0.3,15064,11.55,15.82,29975,308,32059
Kitchen and Dining,Spoons,Great,12/2/18,13140,0,13140,132,132,117,0.27,15459,14.78,15.75,38299,361,40961
Kitchen and Dining,Spoons,Great,11/25/18,7494.74,189.74,7305,79,77,70,0.19,8594,13.86,16.66,37549,339,40159
Kitchen and Dining,Spoons,Great,11/18/18,3282.41,109.41,3173,30,29,30,0.09,3733,13.4,20.79,33134,295,35438
Kitchen and Dining,Spoons,Great,11/11/18,3095.28,229.28,2866,27,25,25,0.12,3372,23.64,20.37,23049,192,24652
Kitchen and Dining,Spoons,Great,11/4/18,4334.48,144.48,4190,30,29,32,0.17,4929,27.03,26.11,18218,141,19485
Kitchen and Dining,Spoons,Great,10/28/18,4559,0,4559,42,42,35,0.24,5364,22.1,29.19,18802,137,20109
Kitchen and Dining,Spoons,Great,10/21/18,5702.6,107.6,5595,53,52,48,0.23,6582,19.25,24.08,24003,178,25672
Kitchen and Dining,Spoons,Great,10/14/18,6924.92,104.92,6820,66,65,62,0.23,8024,12.71,19.18,29315,223,31353
Kitchen and Dining,Spoons,Great,10/7/18,6583.28,101.28,6482,65,64,64,0.2,7626,11.24,13.51,32800,253,35080
Kitchen and Dining,Spoons,OK,1/13/19,688,0,688,7,7,8,0.1,809,10.7,21.14,5768,67,6169
Kitchen and Dining,Spoons,OK,1/6/19,2177.7,103.7,2074,21,20,20,0.22,2440,9.16,15.4,6175,71,6605
Kitchen and Dining,Spoons,OK,12/30/18,1579,0,1579,21,21,19,0.25,1858,10.93,14.07,5213,63,5575
Kitchen and Dining,Spoons,OK,12/23/18,2653,0,2653,27,27,27,0.27,3121,5.54,10.85,6037,74,6456
Kitchen and Dining,Spoons,OK,12/16/18,4885,0,4885,34,34,33,0.3,5747,8.24,8.68,6401,78,6846
Kitchen and Dining,Spoons,OK,12/9/18,2926,0,2926,23,23,22,0.34,3442,13.17,12.18,3904,45,4175
Kitchen and Dining,Spoons,OK,12/2/18,2602,0,2602,24,24,22,0.33,3061,9.16,13.23,5212,48,5574
Kitchen and Dining,Spoons,OK,11/25/18,1169,0,1169,13,13,12,0.22,1375,15.48,13.16,5431,47,5808
Kitchen and Dining,Spoons,OK,11/18/18,347,0,347,3,3,3,0.07,408,4.24,19.25,4462,40,4772
Kitchen and Dining,Spoons,OK,11/11/18,573,0,573,5,5,5,0.15,674,1.93,15.33,3537,29,3782
Kitchen and Dining,Spoons,OK,11/4/18,156,0,156,2,2,3,0.17,184,23.02,20.16,1271,10,1359
Kitchen and Dining,Spoons,OK,10/28/18,430,0,430,3,3,4,0.21,506,13.63,31.64,1289,11,1379
Kitchen and Dining,Spoons,OK,10/21/18,1195,0,1195,8,8,8,0.36,1406,22.48,26.53,1796,14,1921
Kitchen and Dining,Spoons,OK,10/14/18,763,0,763,8,8,7,0.28,898,18.1,21.7,2782,21,2975
Kitchen and Dining,Spoons,OK,10/7/18,768,0,768,10,10,9,0.29,904,7.93,14.7,3091,25,3306
Kitchen and Dining,Casual Glasses,Perfect,1/13/19,655,0,655,3,3,3,0.07,873,128.13,165.83,4741,38,7902
Kitchen and Dining,Casual Glasses,Perfect,1/6/19,606.67,151.67,455,4,3,3,0.07,607,139.68,158.9,5462,41,9103
Kitchen and Dining,Casual Glasses,Perfect,12/30/18,267,0,267,3,3,3,0.06,356,67.61,148.33,5962,44,9937
Kitchen and Dining,Casual Glasses,Perfect,12/23/18,0,38,-38,0,-1,0,-0.02,-51,0,145.95,6244,46,10406
Kitchen and Dining,Casual Glasses,Perfect,12/16/18,303.75,60.75,243,5,4,4,0.08,324,138.68,134.4,6244,46,10406
Kitchen and Dining,Casual Glasses,Perfect,12/9/18,145,0,145,3,3,3,0.06,193,166.63,137.2,6152,45,10254
Kitchen and Dining,Casual Glasses,Perfect,12/2/18,243,0,243,3,3,3,0.06,324,124.74,131.46,6312,48,10520
Kitchen and Dining,Casual Glasses,Perfect,11/25/18,117,0,117,2,2,2,0.04,156,78.93,127.05,6384,49,10641
Kitchen and Dining,Casual Glasses,Perfect,11/18/18,156,78,78,2,1,1,0.02,104,58.06,129.5,6520,51,10866
Kitchen and Dining,Casual Glasses,Perfect,11/11/18,210,0,210,2,2,2,0.04,280,17.33,120.61,6563,51,10938
Kitchen and Dining,Casual Glasses,Perfect,11/4/18,8,0,8,1,1,1,0.02,11,49.36,116.69,6853,53,11422
Kitchen and Dining,Casual Glasses,Perfect,10/28/18,0,111,-111,0,-1,0,-0.02,-148,0,110.53,6862,54,11436
Kitchen and Dining,Casual Glasses,Perfect,10/21/18,754.67,188.67,566,4,3,3,0.06,755,99.02,109.34,6665,52,11108
Kitchen and Dining,Casual Glasses,Perfect,10/14/18,140,0,140,1,1,1,0.02,187,34.27,107.94,6940,53,11567
Kitchen and Dining,Casual Glasses,Perfect,10/7/18,392,196,196,2,1,1,0.02,261,2.62,104.44,6970,52,11616
Kitchen and Dining,Casual Glasses,Great,1/13/19,0,0,0,0,0,0,0,0,0,126.07,1472,18,2453
Kitchen and Dining,Casual Glasses,Great,1/6/19,80,40,40,2,1,1,0.05,53,138.83,121.45,1472,18,2453
Kitchen and Dining,Casual Glasses,Great,12/30/18,431.67,172.67,259,5,3,3,0.13,345,35.88,105.84,1623,20,2704
Kitchen and Dining,Casual Glasses,Great,12/23/18,0,0,0,0,0,0,0,0,0,101.36,1943,23,3238
Kitchen and Dining,Casual Glasses,Great,12/16/18,70,35,35,2,1,1,0.04,47,31.72,95.13,1943,23,3238
Kitchen and Dining,Casual Glasses,Great,12/9/18,0,0,0,0,0,0,0,0,0,92.96,1849,23,3082
Kitchen and Dining,Casual Glasses,Great,12/2/18,86,0,86,1,1,1,0.04,115,104.8,88.41,1849,23,3082
Kitchen and Dining,Casual Glasses,Great,11/25/18,98,49,49,2,1,1,0.04,65,65.53,82.67,1925,24,3208
Kitchen and Dining,Casual Glasses,Great,11/18/18,0,0,0,0,0,0,0,0,0,75.53,1995,25,3326
Kitchen and Dining,Casual Glasses,Great,11/11/18,0,0,0,0,0,0,0,0,0,70.63,1995,25,3326
Kitchen and Dining,Casual Glasses,Great,11/4/18,0,0,0,0,0,0,0,0,0,65.73,1995,25,3326
Kitchen and Dining,Casual Glasses,Great,10/28/18,0,0,0,0,0,0,0,0,0,63.42,1835,23,3058
Kitchen and Dining,Casual Glasses,Great,10/21/18,0,0,0,0,0,0,0,0,0,61.11,1835,23,3058
Kitchen and Dining,Casual Glasses,Great,10/14/18,107,0,107,1,1,1,0.04,143,16.94,57.96,1835,23,3058
Kitchen and Dining,Casual Glasses,Great,10/7/18,440,220,220,4,2,2,0.12,293,22.64,78.05,1604,15,2673
Kitchen and Dining,Casual Glasses,OK,1/13/19,0,64,-64,0,-1,0,-0.5,-85,0,265.86,175,3,292
Kitchen and Dining,Casual Glasses,OK,1/6/19,0,0,0,0,0,0,0,0,0,65.1,112,2,187
Kitchen and Dining,Casual Glasses,OK,12/30/18,0,0,0,0,0,0,0,0,0,60.2,112,2,187
Kitchen and Dining,Casual Glasses,OK,12/23/18,64,0,64,1,1,1,0.33,85,484.02,184.94,112,2,187
Kitchen and Dining,Casual Glasses,OK,12/16/18,0,0,0,0,0,0,0,0,0,180.95,175,3,292
Kitchen and Dining,Casual Glasses,OK,12/9/18,0,0,0,0,0,0,0,0,0,176.05,175,3,292
Kitchen and Dining,Casual Glasses,OK,12/2/18,0,0,0,0,0,0,0,0,0,171.15,175,3,292
Kitchen and Dining,Casual Glasses,OK,11/25/18,0,0,0,0,0,0,0,0,0,166.25,175,3,292
Kitchen and Dining,Casual Glasses,OK,11/18/18,0,0,0,0,0,0,0,0,0,161.35,175,3,292
Kitchen and Dining,Casual Glasses,OK,11/11/18,0,0,0,0,0,0,0,0,0,156.45,175,3,292
Kitchen and Dining,Casual Glasses,OK,11/4/18,280,0,280,1,1,1,0.25,373,44.81,124.04,175,3,292
Kitchen and Dining,Casual Glasses,OK,10/28/18,0,0,0,0,0,0,0,0,0,120.05,468,4,779
Kitchen and Dining,Casual Glasses,OK,10/21/18,0,0,0,0,0,0,0,0,0,115.15,422,3,704
Kitchen and Dining,Casual Glasses,OK,10/14/18,0,0,0,0,0,0,0,0,0,148.54,422,3,704
Kitchen and Dining,Casual Glasses,OK,10/7/18,47,0,47,1,1,1,0.25,63,24.1,113.4,422,3,704
Kitchen and Dining,Bowls,Perfect,1/13/19,291,0,291,3,3,3,0.33,728,71.15,190.4,541,6,1230
Kitchen and Dining,Bowls,Perfect,1/6/19,171,57,114,3,2,2,0.2,285,105.88,169.96,793,8,1803
Kitchen and Dining,Bowls,Perfect,12/30/18,314.4,52.4,262,6,5,6,0.33,655,26.41,117.04,919,10,2088
Kitchen and Dining,Bowls,Perfect,12/23/18,343,0,343,4,4,5,0.21,858,90.71,110.88,1334,15,3033
Kitchen and Dining,Bowls,Perfect,12/16/18,833,0,833,7,7,8,0.29,2083,13.32,91.35,1376,17,3128
Kitchen and Dining,Bowls,Perfect,12/9/18,473,0,473,9,9,10,0.3,1183,120.35,103.88,1837,21,4175
Kitchen and Dining,Bowls,Perfect,12/2/18,1110,0,1110,17,17,16,0.41,2775,126.43,124.6,1854,25,4213
Kitchen and Dining,Bowls,Perfect,11/25/18,491,0,491,8,8,7,0.18,1228,133.06,125.16,2738,36,6223
Kitchen and Dining,Bowls,Perfect,11/18/18,422.33,60.33,362,7,6,5,0.12,905,9.93,115.08,3335,44,7580
Kitchen and Dining,Bowls,Perfect,11/11/18,246.67,61.67,185,4,3,4,0.06,463,166.94,113.54,3446,45,7833
Kitchen and Dining,Bowls,Perfect,11/4/18,117.6,19.6,98,6,5,5,0.1,245,118.58,116.9,3581,46,8138
Kitchen and Dining,Bowls,Perfect,10/28/18,165,55,110,3,2,3,0.04,275,126.28,123.83,3260,46,7410
Kitchen and Dining,Bowls,Perfect,10/21/18,451,0,451,6,6,7,0.12,1128,62.14,116.55,2885,44,6558
Kitchen and Dining,Bowls,Perfect,10/14/18,457.5,91.5,366,5,4,5,0.08,915,37.27,115.99,3046,45,6923
Kitchen and Dining,Bowls,Perfect,10/7/18,365,0,365,6,6,6,0.14,913,81.08,122.99,2641,38,6003
Kitchen and Dining,Bowls,Great,1/13/19,77,0,77,1,1,1,0.33,193,252.02,107.59,146,2,333
Kitchen and Dining,Bowls,Great,1/6/19,0,0,0,0,0,0,0,0,0,103.88,231,3,525
Kitchen and Dining,Bowls,Great,12/30/18,100.5,33.5,67,3,2,2,0.4,168,19.64,87.92,231,3,525
Kitchen and Dining,Bowls,Great,12/23/18,0,0,0,0,0,0,0,0,0,83.86,297,5,675
Kitchen and Dining,Bowls,Great,12/16/18,237,79,158,3,2,2,0.29,395,233.16,101.5,297,5,675
Kitchen and Dining,Bowls,Great,12/9/18,174,87,87,4,2,2,0.25,218,141.83,108.78,358,6,813
Kitchen and Dining,Bowls,Great,12/2/18,87,58,29,3,1,2,0.11,73,194.5,117.6,448,8,1018
Kitchen and Dining,Bowls,Great,11/25/18,377.5,75.5,302,5,4,4,0.36,755,33.5,97.58,411,7,935
Kitchen and Dining,Bowls,Great,11/18/18,174,116,58,3,1,1,0.1,145,196.58,116.55,650,9,1478
Kitchen and Dining,Bowls,Great,11/11/18,58,0,58,1,1,1,0.1,145,55.52,111.37,538,9,1223
Kitchen and Dining,Bowls,Great,11/4/18,57,19,38,3,2,3,0.18,95,90.71,117.46,538,9,1223
Kitchen and Dining,Bowls,Great,10/28/18,242,121,121,2,1,2,0.08,303,64.14,96.46,658,12,1495
Kitchen and Dining,Bowls,Great,10/21/18,442.5,88.5,354,5,4,4,0.29,885,67.38,81.27,640,10,1455
Kitchen and Dining,Bowls,Great,10/14/18,0,0,0,0,0,0,0,0,0,76.93,939,13,2135
Kitchen and Dining,Bowls,Great,10/7/18,243,81,162,3,2,2,0.17,405,94.09,99.96,480,10,1090
Kitchen and Dining,Bowls,OK,1/13/19,0,0,0,0,0,0,0,0,0,74.9,116,2,263
Kitchen and Dining,Bowls,OK,1/6/19,0,0,0,0,0,0,0,0,0,70,116,2,263
Kitchen and Dining,Bowls,OK,12/30/18,0,0,0,0,0,0,0,0,0,65.1,116,2,263
Kitchen and Dining,Bowls,OK,12/23/18,0,0,0,0,0,0,0,0,0,60.2,116,2,263
Kitchen and Dining,Bowls,OK,12/16/18,0,0,0,0,0,0,0,0,0,55.3,116,2,263
Kitchen and Dining,Bowls,OK,12/9/18,129,0,129,3,3,3,0.6,323,67.76,57.75,116,2,263
Kitchen and Dining,Bowls,OK,12/2/18,0,0,0,0,0,0,0,0,0,54.11,210,4,478
Kitchen and Dining,Bowls,OK,11/25/18,0,0,0,0,0,0,0,0,0,62.72,210,4,478
Kitchen and Dining,Bowls,OK,11/18/18,60,0,60,1,1,1,0.25,150,219.68,122.29,168,3,383
Kitchen and Dining,Bowls,OK,11/11/18,0,0,0,0,0,0,0,0,0,135.52,219,3,498
Kitchen and Dining,Bowls,OK,11/4/18,159,0,159,2,2,2,0.4,398,105.8,117.32,219,3,498
Kitchen and Dining,Bowls,OK,10/28/18,0,0,0,0,0,0,0,0,0,113.26,446,5,1013
Kitchen and Dining,Bowls,OK,10/21/18,0,0,0,0,0,0,0,0,0,136.36,281,4,638
Kitchen and Dining,Bowls,OK,10/14/18,0,0,0,0,0,0,0,0,0,131.46,281,4,638
Kitchen and Dining,Bowls,OK,10/7/18,0,0,0,0,0,0,0,0,0,126.56,281,4,638
Kitchen and Dining,Forks,Perfect,1/13/19,288,96,192,3,2,2,0.25,320,30.72,63.07,603,6,1256
Kitchen and Dining,Forks,Perfect,1/6/19,394,0,394,2,2,4,0.22,657,41.73,48.93,626,7,1304
Kitchen and Dining,Forks,Perfect,12/30/18,261.6,43.6,218,6,5,10,0.33,363,68.84,61.74,1221,10,2544
Kitchen and Dining,Forks,Perfect,12/23/18,1303,0,1303,11,11,12,0.52,2172,34.34,46.34,865,10,1801
Kitchen and Dining,Forks,Perfect,12/16/18,5299,0,5299,35,35,34,0.63,8832,7.01,26.81,2136,21,4450
Kitchen and Dining,Forks,Perfect,12/9/18,5421,0,5421,36,36,34,0.47,9035,27.18,23.24,5962,40,12421
Kitchen and Dining,Forks,Perfect,12/2/18,2418.15,115.15,2303,21,20,20,0.46,3838,24.1,51.59,2254,24,4696
Kitchen and Dining,Forks,Perfect,11/25/18,8450.65,153.65,8297,55,54,56,0.57,13828,4.93,24.78,4072,41,8484
Kitchen and Dining,Forks,Perfect,11/18/18,6222,0,6222,39,39,39,0.33,10370,3.47,24.15,10588,79,22057
Kitchen and Dining,Forks,Perfect,11/11/18,4383.33,175.33,4208,25,24,26,0.26,7013,3.23,19.81,8517,68,17744
Kitchen and Dining,Forks,Perfect,11/4/18,3248,0,3248,22,22,23,0.33,5413,8.16,23.52,5233,44,10901
Kitchen and Dining,Forks,Perfect,10/28/18,700,350,350,2,1,1,0.05,583,12.63,86.45,682,18,1421
Kitchen and Dining,Forks,Perfect,10/21/18,681.33,170.33,511,4,3,3,0.14,852,105.57,83.65,869,19,1810
Kitchen and Dining,Forks,Perfect,10/14/18,1541.71,192.71,1349,8,7,7,0.26,2248,6.39,75.39,1212,20,2525
Kitchen and Dining,Forks,Perfect,10/7/18,2671.07,178.07,2493,15,14,15,0.34,4155,3.31,44.31,2597,27,5411
Kitchen and Dining,Forks,Great,1/13/19,170,0,170,2,2,3,0.67,283,198.74,118.93,30,1,62
Kitchen and Dining,Forks,Great,1/6/19,48.49,48.49,0,2,0,1,0,0,21.79,115.5,219,3,456
Kitchen and Dining,Forks,Great,12/30/18,30.26,261.26,-231,2,0,3,0,-385,25.72,74.34,79,2,165
Kitchen and Dining,Forks,Great,12/23/18,631,0,631,4,4,4,0.57,1052,18.94,73.64,153,3,319
Kitchen and Dining,Forks,Great,12/16/18,2382.86,158.86,2224,15,14,15,0.67,3707,5.01,36.05,893,7,1861
Kitchen and Dining,Forks,Great,12/9/18,865.67,123.67,742,7,6,6,0.4,1237,7.93,26.18,1539,9,3206
Kitchen and Dining,Forks,Great,12/2/18,460.8,76.8,384,6,5,7,0.42,640,28.18,44.03,666,7,1386
Kitchen and Dining,Forks,Great,11/25/18,1779,0,1779,15,15,16,0.58,2965,18.17,33.04,807,11,1682
Kitchen and Dining,Forks,Great,11/18/18,3044.8,276.8,2768,22,20,20,0.44,4613,3.08,27.23,2803,25,5839
Kitchen and Dining,Forks,Great,11/11/18,2622.31,187.31,2435,14,13,13,0.3,4058,4.47,20.16,3617,30,7535
Kitchen and Dining,Forks,Great,11/4/18,496,0,496,2,2,2,0.22,827,0.46,56,847,7,1765
Kitchen and Dining,Forks,Great,10/28/18,0,252,-252,0,-1,0,-0.33,-420,0,128.03,265,4,552
Kitchen and Dining,Forks,Great,10/21/18,755,302,453,5,3,3,0.43,755,48.66,121.66,265,4,552
Kitchen and Dining,Forks,Great,10/14/18,1234.67,308.67,926,4,3,3,0.3,1543,7.32,98.14,669,7,1393
Kitchen and Dining,Forks,Great,10/7/18,1363,0,1363,10,10,10,0.5,2272,1.62,41.37,1575,10,3282
Kitchen and Dining,Forks,OK,1/13/19,90,0,90,1,1,1,1,150,51.74,47.11,0,0,0
Kitchen and Dining,Forks,OK,1/6/19,247,0,247,1,1,2,0.5,412,21.02,26.04,99,1,206
Kitchen and Dining,Forks,OK,12/30/18,0,350,-350,0,-2,0,2,-583,0,28.63,99,1,206
Kitchen and Dining,Forks,OK,12/23/18,0,-272,272,0,0,1,,453,7.93,15.05,0,0,0
Kitchen and Dining,Forks,OK,12/16/18,1798.89,179.89,1619,10,9,9,0.9,2698,3.39,4.55,422,1,880
Kitchen and Dining,Forks,OK,12/9/18,612,0,612,7,7,7,0.58,1020,13.94,7.91,1173,5,2443
Kitchen and Dining,Forks,OK,12/2/18,348,0,348,4,4,4,0.4,580,12.01,14.77,504,6,1050
Kitchen and Dining,Forks,OK,11/25/18,1298,0,1298,11,11,11,0.52,2163,3.7,7.35,865,10,1801
Kitchen and Dining,Forks,OK,11/18/18,218,0,218,2,2,2,0.1,363,6.08,6.02,1796,18,3742
Kitchen and Dining,Forks,OK,11/11/18,660,220,440,3,2,2,0.17,733,1.54,2.94,956,10,1991
Kitchen and Dining,Forks,OK,11/4/18,0,0,0,0,0,0,0,0,0,0.84,386,2,804
Kitchen and Dining,Forks,OK,10/14/18,111,0,111,1,1,1,1,185,2.46,3.15,0,0,0
Kitchen and Dining,Forks,OK,10/7/18,112,56,56,2,1,1,0.5,93,4.85,3.43,131,1,273
Kitchen and Dining,Plates,Perfect,1/13/19,336.25,67.25,269,5,4,4,0.06,408,87.47,80.57,6400,64,8815
Kitchen and Dining,Plates,Perfect,1/6/19,0,0,0,0,0,0,0,0,0,75.74,6749,68,9295
Kitchen and Dining,Plates,Perfect,12/30/18,122,0,122,1,1,1,0.01,185,7.93,70,6749,68,9295
Kitchen and Dining,Plates,Perfect,12/23/18,109.5,36.5,73,3,2,3,0.03,111,9.78,64.47,6719,67,9255
Kitchen and Dining,Plates,Perfect,12/16/18,396.67,56.67,340,7,6,6,0.08,515,27.57,58.45,6636,68,9141
Kitchen and Dining,Plates,Perfect,12/9/18,369,0,369,6,6,6,0.08,559,26.03,55.09,6262,66,8626
Kitchen and Dining,Plates,Perfect,12/2/18,546,91,455,6,5,5,0.07,689,48.74,53.62,6335,69,8726
Kitchen and Dining,Plates,Perfect,11/25/18,202.5,67.5,135,3,2,3,0.03,205,15.4,48.09,6355,67,8753
Kitchen and Dining,Plates,Perfect,11/18/18,212,0,212,4,4,4,0.05,321,17.48,46.55,6601,70,9092
Kitchen and Dining,Plates,Perfect,11/11/18,416.25,83.25,333,5,4,4,0.05,505,10.24,40.11,6746,71,9292
Kitchen and Dining,Plates,Perfect,11/4/18,507,0,507,8,8,7,0.1,768,46.97,38.64,6639,71,9144
Kitchen and Dining,Plates,Perfect,10/28/18,220,55,165,4,3,3,0.05,250,4.54,46.9,4305,54,5930
Kitchen and Dining,Plates,Perfect,10/21/18,302,0,302,5,5,6,0.08,458,7.32,42,4349,55,5991
Kitchen and Dining,Plates,Perfect,10/14/18,195,65,130,3,2,2,0.04,197,37.96,41.16,4183,52,5762
Kitchen and Dining,Plates,Perfect,10/7/18,104,0,104,1,1,1,0.02,158,3.31,36.82,3878,47,5341
Kitchen and Dining,Plates,Great,1/13/19,205.33,51.33,154,4,3,3,0.16,233,201.43,108.29,1544,16,2127
Kitchen and Dining,Plates,Great,1/6/19,0,0,0,0,0,0,0,0,0,103.74,1724,19,2374
Kitchen and Dining,Plates,Great,12/30/18,0,0,0,0,0,0,0,0,0,98.84,1724,19,2374
Kitchen and Dining,Plates,Great,12/23/18,0,0,0,0,0,0,0,0,0,93.94,1724,19,2374
Kitchen and Dining,Plates,Great,12/16/18,133.5,44.5,89,3,2,2,0.1,135,0.85,82.81,1724,19,2374
Kitchen and Dining,Plates,Great,12/9/18,0,0,0,0,0,0,0,0,0,80.01,1724,19,2374
Kitchen and Dining,Plates,Great,12/2/18,313,0,313,4,4,4,0.17,474,5.78,66.64,1724,19,2374
Kitchen and Dining,Plates,Great,11/25/18,187,0,187,3,3,3,0.13,283,26.1,60.27,1905,21,2624
Kitchen and Dining,Plates,Great,11/18/18,22.17,12.17,10,1,0,1,0,15,2.46,58.73,1999,23,2753
Kitchen and Dining,Plates,Great,11/11/18,0,0,0,0,0,0,0,0,0,53.83,1823,21,2511
Kitchen and Dining,Plates,Great,11/4/18,366.67,146.67,220,5,3,3,0.13,333,23.56,52.36,1799,20,2477
Kitchen and Dining,Plates,Great,10/28/18,270,135,135,2,1,1,0.05,205,1.62,53.55,1661,19,2288
Kitchen and Dining,Plates,Great,10/21/18,276,69,207,4,3,3,0.14,314,5.47,45.36,1557,18,2144
Kitchen and Dining,Plates,Great,10/14/18,562.5,112.5,450,5,4,4,0.17,682,49.67,45.08,1727,20,2379
Kitchen and Dining,Plates,Great,10/7/18,360,180,180,2,1,1,0.04,273,1.77,42.7,1998,22,2752
Kitchen and Dining,Plates,OK,1/13/19,0,0,0,0,0,0,0,0,0,98.49,135,5,186
Kitchen and Dining,Plates,OK,1/6/19,0,56,-56,0,-1,0,-0.25,-85,0,88.27,135,5,186
Kitchen and Dining,Plates,OK,12/30/18,0,0,0,0,0,0,0,0,0,88.69,135,5,186
Kitchen and Dining,Plates,OK,12/23/18,0,0,0,0,0,0,0,0,0,83.79,135,5,186
Kitchen and Dining,Plates,OK,12/16/18,0,0,0,0,0,0,0,0,0,78.89,135,5,186
Kitchen and Dining,Plates,OK,12/9/18,0,0,0,0,0,0,0,0,0,73.99,135,5,186
Kitchen and Dining,Plates,OK,12/2/18,179,0,179,2,2,2,0.29,271,21.48,55.37,135,5,186
Kitchen and Dining,Plates,OK,11/25/18,64,0,64,1,1,1,0.13,97,10.24,46.13,270,7,371
Kitchen and Dining,Plates,OK,11/18/18,121,0,121,3,3,3,0.27,183,3.85,31.64,344,8,474
Kitchen and Dining,Plates,OK,11/11/18,0,0,0,0,0,0,0,0,0,28.77,435,9,598
Kitchen and Dining,Plates,OK,11/4/18,120,0,120,2,2,1,0.29,182,1.46,31.85,234,5,323
Kitchen and Dining,Plates,OK,10/28/18,0,0,0,0,0,0,0,0,0,32.06,309,6,426
Kitchen and Dining,Plates,OK,10/21/18,0,0,0,0,0,0,0,0,0,68.88,101,3,139
Kitchen and Dining,Plates,OK,10/14/18,56,0,56,1,1,1,0.25,85,0.23,55.09,101,3,139
Kitchen and Dining,Plates,OK,10/7/18,78,0,78,1,1,1,0.25,118,0.15,44.59,101,3,139
Kitchen and Dining,Appliances,Perfect,1/13/19,72,0,72,4,4,6,0.06,131,21.64,71.61,2690,66,6113
Kitchen and Dining,Appliances,Perfect,1/6/19,138,0,138,6,6,7,0.08,251,42.12,70.77,2654,66,6033
Kitchen and Dining,Appliances,Perfect,12/30/18,656,0,656,11,11,12,0.13,1193,86.32,65.52,2809,72,6385
Kitchen and Dining,Appliances,Perfect,12/23/18,1052,0,1052,20,20,18,0.21,1913,20.79,57.54,3167,74,7198
Kitchen and Dining,Appliances,Perfect,12/16/18,1260.46,43.46,1217,29,28,25,0.24,2213,38.65,54.11,4061,88,9230
Kitchen and Dining,Appliances,Perfect,12/9/18,1171.85,41.85,1130,28,27,24,0.22,2055,77,57.54,4297,94,9765
Kitchen and Dining,Appliances,Perfect,12/2/18,1475.6,47.6,1428,31,30,27,0.24,2596,31.88,65.45,4293,95,9758
Kitchen and Dining,Appliances,Perfect,11/25/18,930,0,930,20,20,19,0.15,1691,49.74,61.46,5421,117,12320
